surveyid,country,year,sex,agegr,prev,se,ci_l,ci_u,var,n,deff,deff15to49,ISO
CI2017PHIA,Côte d'Ivoire,2017,male,25-29,0.00195911,0.00142182,0.000471775269729474,0.00809747950945464,2.0215721124e-06,1215,1.25619875764105,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,male,30-34,0.02538302,0.00788222,0.0137557744708918,0.0463761984362454,6.21293921284e-05,1218,3.05891301530989,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,male,35-39,0.02295677,0.00668105,0.0129359636105426,0.0404222710480959,4.46364291025e-05,1036,2.061696038244,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,male,40-44,0.03480995,0.00923859,0.0206058691837969,0.0582231497539213,8.53515451881e-05,823,2.09071573331552,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,male,45-49,0.03164172,0.00798758,0.0192263038942322,0.051652183055531,6.38014342564e-05,631,1.31390403857661,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,male,50-54,0.0154717,0.00579858,0.00739696382452443,0.0320762016718832,3.36235300164e-05,519,1.14563012285295,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,male,55-59,0.05739094,0.01370121,0.0357374135937172,0.090927295292276,0.0001877231554641,388,1.34640161383718,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,male,60-64,0.05010799,0.01602204,0.0265471792803158,0.0925902896039981,0.0002567057657616,307,1.65574244492317,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,0-4,0.01238238,0.00766653,0.00365592300692857,0.0410795320386162,5.87756822409e-05,331,1.59086275857778,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,5-9,0.00167375,0.0012482,0.000387615779691066,0.0071966373353127,1.55800324e-06,942,0.878326889522302,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,10-14,0.00451191,0.00240845,0.00158200347904836,0.0127985121994603,5.8006314025e-06,974,1.25787570656712,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,15-19,0.00579683,0.00299736,0.00209945551237096,0.0159019288260123,8.9841669696e-06,1665,2.59553174328332,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,20-24,0.01275408,0.00339052,0.00756347635386228,0.0214299319203049,1.14956258704e-05,1511,1.37950284678668,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,25-29,0.03187106,0.00656635,0.021232335344501,0.0475813072463084,4.31169523225e-05,1406,1.96473357053729,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,30-34,0.03353043,0.00741147,0.0216798984826479,0.0515175171269031,5.49298875609e-05,1239,2.10016157843794,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,35-39,0.07079829,0.010804,0.05233303260364,0.0951248605455346,0.000116726416,1009,1.79030716047376,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,40-44,0.08702945,0.01511707,0.0616090813818789,0.121579527803504,0.0002285258053849,683,1.96441365517715,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,45-49,0.07136254,0.01602487,0.0456560362781582,0.109876585132486,0.0002567964585169,503,1.94912870372578,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,50-54,0.07632435,0.01667134,0.049413556794822,0.116100863406243,0.0002779335773956,450,1.77407069448917,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,55-59,0.08325891,0.01918063,0.0525802878278976,0.129392708571055,0.0003678965671969,273,1.31586387420497,1.66612246240242,CI
CI2017PHIA,Côte d'Ivoire,2017,female,60-64,0.07169972,0.02270543,0.0380713995275433,0.1309870077869,0.0005155365514849,187,1.44842204964762,1.66612246240242,CI
CM2004DHS,Cameroon,2004,male,15-19,0.00616290309229892,0.00225329639964822,0.00299916667989336,0.0126217262302995,5.07734466466762e-06,1183,0.980665388893314,1.46087678763738,CM
CM2004DHS,Cameroon,2004,male,20-24,0.0254294477117143,0.00579704809506442,0.0162033675832818,0.0396968185295802,3.360576661649e-05,890,1.206850850996,1.46087678763738,CM
CM2004DHS,Cameroon,2004,male,25-29,0.051379174624295,0.00819215934597111,0.0374550104724574,0.0701027440988453,6.71114747497818e-05,752,1.03546362013251,1.46087678763738,CM
CM2004DHS,Cameroon,2004,male,30-34,0.0810369423314375,0.0126845196894448,0.0593244317553499,0.109768835472255,0.000160897039751912,582,1.25744772491944,1.46087678763738,CM
CM2004DHS,Cameroon,2004,male,35-39,0.0860241475811437,0.0140031857626796,0.0621575247858959,0.117902757681506,0.000196089211504113,457,1.13976364641608,1.46087678763738,CM
CM2004DHS,Cameroon,2004,male,40-44,0.0562749990716969,0.0118004167032221,0.0370631553257115,0.0845707660019108,0.000139249834369683,387,1.01471643691453,1.46087678763738,CM
CM2004DHS,Cameroon,2004,male,45-49,0.0394354710065409,0.0112530299013541,0.022350465092953,0.0686632487699411,0.000126630681960769,346,1.15664868105975,1.46087678763738,CM
CM2004DHS,Cameroon,2004,male,50-54,0.0249002721189141,0.0102654783425589,0.0109583767148072,0.0555830328288139,0.000105380045601547,247,1.07201831939305,1.46087678763738,CM
CM2004DHS,Cameroon,2004,male,55-59,0.0102295558017319,0.00592406933244064,0.0032351083275288,0.0318629040463475,3.50945974555637e-05,197,0.682834152601988,1.46087678763738,CM
CM2004DHS,Cameroon,2004,female,15-19,0.0213060558116111,0.00430661724100418,0.0142971437927993,0.0316406642473422,1.85469520605145e-05,1279,1.13760929666771,1.46087678763738,CM
CM2004DHS,Cameroon,2004,female,20-24,0.0747998021167783,0.00858693720214843,0.0595706928980417,0.0935349719818944,7.37354905136408e-05,1068,1.13791981611775,1.46087678763738,CM
CM2004DHS,Cameroon,2004,female,25-29,0.102779613698699,0.0110229039481434,0.0830339585286946,0.126572680590648,0.000121504411449995,852,1.12260126415981,1.46087678763738,CM
CM2004DHS,Cameroon,2004,female,30-34,0.0965712697251429,0.0124096642197324,0.0747582721358674,0.123896605253998,0.000153999766046507,677,1.19499720792681,1.46087678763738,CM
CM2004DHS,Cameroon,2004,female,35-39,0.072635792418651,0.0125080932042464,0.051543219177816,0.101436756454081,0.000156452395606115,519,1.20544823826478,1.46087678763738,CM
CM2004DHS,Cameroon,2004,female,40-44,0.0609787469666078,0.0120556165580304,0.0411288416789773,0.0895144191253346,0.000145337890594256,416,1.05588899990102,1.46087678763738,CM
CM2004DHS,Cameroon,2004,female,45-49,0.0532392303543635,0.0124814403030473,0.0333581837366381,0.0839402064715072,0.000155786352038533,343,1.06011140128721,1.46087678763738,CM
CM2011DHS,Cameroon,2011,male,15-19,0.00363343128584916,0.00177796609751144,0.00138747168985042,0.00948050595686962,3.16116344390005e-06,1569,1.37004173195448,1.69638097575641,CM
CM2011DHS,Cameroon,2011,male,20-24,0.00639621538012828,0.00222245806406589,0.00322722868438937,0.0126375450966463,4.93931984653148e-06,1157,0.899216344999679,1.69638097575641,CM
CM2011DHS,Cameroon,2011,male,25-29,0.0302650160379705,0.00932949234773925,0.01643374028461,0.0550852735597049,8.70394274665253e-05,983,2.91524844026932,1.69638097575641,CM
CM2011DHS,Cameroon,2011,male,30-34,0.0533257135052914,0.00887489957840848,0.0383412188337457,0.0737175213577705,7.8763842526835e-05,807,1.25910855242788,1.69638097575641,CM
CM2011DHS,Cameroon,2011,male,35-39,0.0578312680031359,0.00898619703824997,0.0424947839738321,0.0782503949280428,8.07517372102525e-05,694,1.02853705529608,1.69638097575641,CM
CM2011DHS,Cameroon,2011,male,40-44,0.0470159475198837,0.0105021828727733,0.0301709573799923,0.0725621325736332,0.000110295845093173,573,1.41053201740395,1.69638097575641,CM
CM2011DHS,Cameroon,2011,male,45-49,0.0630746700956442,0.0122695680352114,0.0428230549136627,0.0919831938656541,0.000150542299770682,461,1.17435527710887,1.69638097575641,CM
CM2011DHS,Cameroon,2011,male,50-54,0.02824095088656,0.00890571548363177,0.0151064475739245,0.052190271104072,7.93117682753986e-05,387,1.11843484381631,1.69638097575641,CM
CM2011DHS,Cameroon,2011,male,55-59,0.0300670604856772,0.0102239470937024,0.0152910083126691,0.0582765318445012,0.000104529094174826,314,1.12547060149198,1.69638097575641,CM
CM2011DHS,Cameroon,2011,female,15-19,0.0204052627510887,0.00380141804999605,0.014133267417004,0.0293776740777742,1.44507791908357e-05,1675,1.21092554727598,1.69638097575641,CM
CM2011DHS,Cameroon,2011,female,20-24,0.0341763882305928,0.00488480056629431,0.0257762117990498,0.0451871136819767,2.38612765724692e-05,1465,1.05902769177625,1.69638097575641,CM
CM2011DHS,Cameroon,2011,female,25-29,0.076020902426607,0.00775020698179042,0.0621237441583962,0.0927195314602651,6.00657082605929e-05,1232,1.05351844314454,1.69638097575641,CM
CM2011DHS,Cameroon,2011,female,30-34,0.0725078373255427,0.00908423964324903,0.0565558682649463,0.0925179426511949,8.25234098959772e-05,887,1.08844273384744,1.69638097575641,CM
CM2011DHS,Cameroon,2011,female,35-39,0.100276898844,0.0129406399219165,0.077549900058095,0.128734823514008,0.0001674601615887,817,1.51643498901306,1.69638097575641,CM
CM2011DHS,Cameroon,2011,female,40-44,0.0707210494223133,0.0122617976061005,0.0500864785072992,0.0989709128043969,0.000150351680532971,621,1.42070886530364,1.69638097575641,CM
CM2011DHS,Cameroon,2011,female,45-49,0.0637368745005561,0.0125909499476152,0.0430150035132614,0.0934662524880146,0.000158532020583352,556,1.47707689404796,1.69638097575641,CM
CM2017PHIA,Cameroon,2017,male,0-4,0.00122993,0.00091441,0.000286201981704273,0.00526912375620879,8.361456481e-07,1237,0.841987645493988,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,5-9,0.00563265,0.00292369,0.00203214191410286,0.0155133001119405,8.5479632161e-06,1325,2.02217576419911,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,10-14,0.00257295,0.00184113,0.000631842492399822,0.0104152590758508,3.3897596769e-06,1070,1.41331900247494,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,15-19,0.00224023,0.00144299,0.000633110688589737,0.00789471241847022,2.0822201401e-06,2145,1.99818337601758,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,20-24,0.0064905,0.00216211,0.00337469145627226,0.012447164804987,4.6747196521e-06,1904,1.380296340181,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,25-29,0.01228964,0.0029689,0.00764516495498828,0.0196996447375575,8.81436721e-06,1664,1.2083025472138,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,30-34,0.03685791,0.00532574,0.0277285872077407,0.0488419663890559,2.83635065476e-05,1415,1.13056436758771,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,35-39,0.03046575,0.00573472,0.0210261191977231,0.0439530134834353,3.28870134784e-05,1174,1.307126151366,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,40-44,0.05281405,0.007572,0.0397956539665429,0.0697816708375475,5.7335184e-05,1056,1.2103205553913,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,45-49,0.04160952,0.00724284,0.0295148326232334,0.0583623564663023,5.24587312656e-05,765,1.00633834467507,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,50-54,0.05970605,0.01114036,0.0412616892274701,0.085658579732566,0.0001241076209296,618,1.36617062648282,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,55-59,0.03438668,0.00746136,0.022411385729802,0.0524177459467957,5.56718930496e-05,591,0.990900334400315,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,male,60-64,0.03766062,0.0086167,0.0239688672501741,0.0587031213564272,7.424751889e-05,555,1.13699670268334,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,0-4,0.00159203,0.0015965,0.000222635238615349,0.0112892493907535,2.54881225e-06,1231,1.97395211074294,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,5-9,0.00240688,0.00147279,0.000724556404363831,0.00796420343051484,2.1691103841e-06,1313,1.18614694883458,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,10-14,0,0,,,0,1045,2.0471647820003,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,15-19,0.01244126,0.00273674,0.00807569350899412,0.0191212763077413,7.4897458276e-06,2620,1.59713294407667,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,20-24,0.0287633,0.00432448,0.0213970744514429,0.0385655085752666,1.87011272704e-05,2339,1.56579251253882,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,25-29,0.03741414,0.00479711,0.029067340579611,0.0480391671259926,2.30122643521e-05,2259,1.44344533229157,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,30-34,0.05929051,0.00740331,0.0463382723490512,0.0755761845924717,5.48089989561e-05,1768,1.73737440606999,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,35-39,0.07975796,0.0096233,0.0628190380307405,0.100773263423238,9.260790289e-05,1363,1.71975982267752,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,40-44,0.09255763,0.01035592,0.074161203275535,0.114950886315389,0.0001072450790464,1095,1.39817075465719,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,45-49,0.08124774,0.01110489,0.0619724093157482,0.105841825423529,0.0001233185819121,877,1.44883325419174,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,50-54,0.07600023,0.01302266,0.0540930168189073,0.105787434237593,0.0001695896734756,706,1.70497233048616,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,55-59,0.06044457,0.01117491,0.0419128202808766,0.0864309511521348,0.0001248786135081,584,1.28416614469371,2.0471647820003,CM
CM2017PHIA,Cameroon,2017,female,60-64,0.04974636,0.00939125,0.0342516367378362,0.0717299492068855,8.81955765625e-05,533,0.994427583867482,2.0471647820003,CM
ET2005DHS,Ethiopia,2005,male,15-19,0.00124272875464131,0.0012453999925911,0.000173088590264727,0.0088638517431242,1.55102114154592e-06,1080,1.34960031726032,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,male,20-24,0.00360517253778413,0.00153208470456351,0.00156187343340685,0.00829936926245933,2.34728354195747e-06,890,0.581564705517576,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,male,25-29,0.00702571412242578,0.00333982676801141,0.00275234745776049,0.0178154906966055,1.11544428403255e-05,702,1.12242289827798,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,male,30-34,0.0194301713909947,0.00610156601933895,0.0104435677464055,0.0358693715811454,3.72291078883517e-05,636,1.242752333922,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,male,35-39,0.0181723544716448,0.00681216226379293,0.00865595332998957,0.0377527056182977,4.64055547082444e-05,543,1.41228823705242,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,male,40-44,0.0284222463621197,0.0107838954476756,0.0133778544972613,0.0593671509266385,0.000116292401026398,414,1.74347496925618,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,male,45-49,9.72828153572903e-05,9.74829365189981e-05,1.35053173219362e-05,0.000700393041119918,9.50292291236701e-09,365,0.0356579352175709,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,male,50-54,0.00880305173254297,0.00537543534031513,0.00262855584969808,0.0290589020199105,2.88953050979089e-05,287,0.950420884371429,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,male,55-59,0.00339993835844456,0.00339751683564647,0.000468993481492257,0.0242040881443292,1.15431206485012e-05,190,0.647269112211392,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,female,15-19,0.006857805340874,0.00290278783219332,0.00297921636210674,0.0157063150766411,8.42617719872962e-06,1405,1.73824234280314,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,female,20-24,0.0172244102869691,0.00523402975567594,0.00945415335772822,0.0311799252476016,2.73950674833011e-05,1083,1.75267789150195,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,female,25-29,0.0210770452877877,0.00561782523149577,0.0124514045467327,0.0354634713570536,3.15599603316305e-05,1103,1.68715009235712,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,female,30-34,0.014766747022397,0.00552172697317345,0.00705618234399199,0.0306429245760624,3.04894687662712e-05,727,1.52356284181557,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,female,35-39,0.0443779021254198,0.0116300786099165,0.0263678316010253,0.0737575287466382,0.000135258728472837,679,2.1656193481427,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,female,40-44,0.0305542599678814,0.0121463959736428,0.0138681057821557,0.0659740758905992,0.000147534935148525,516,2.57009570405393,2.24631941150606,ET
ET2005DHS,Ethiopia,2005,female,45-49,0.00845354418297495,0.00531177164659923,0.00244185817640242,0.0288377320668678,2.82149180256155e-05,429,1.44405651957927,2.24631941150606,ET
ET2011DHS,Ethiopia,2011,male,15-19,0.000234096373178574,0.000177057132935234,5.29784894083442e-05,0.00103376293876266,3.1349228323245e-08,2620,0.350941832605344,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,male,20-24,0.00217879648651778,0.00116058005763297,0.000764539195664187,0.00619295648962528,1.34694607017535e-06,2151,1.33266570991957,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,male,25-29,0.00935593176031881,0.00411044589925034,0.00393639967361221,0.0220715964498172,1.68957654906639e-05,2082,3.79536815405858,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,male,30-34,0.0102431196548983,0.00281294249266682,0.00596445415027267,0.0175369819442172,7.91264546705063e-06,1546,1.20661972724109,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,male,35-39,0.0300762363369704,0.00761824411354467,0.0182249503560922,0.049247575680857,5.8037643373558e-05,1457,2.89873311943171,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,male,40-44,0.0214284037095865,0.00539084814372739,0.0130403491597611,0.0350205273102405,2.9061243708729e-05,1115,1.54527805860561,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,male,45-49,0.013882920570294,0.00409931064077748,0.00775444444182546,0.0247341064933774,1.68043477295915e-05,881,1.08140468927021,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,male,50-54,0.0116390485159788,0.0059126281908033,0.00426731340489292,0.0313445017797398,3.49591721226819e-05,671,2.03915670785532,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,male,55-59,0.000422532165411386,0.000249166627948505,0.000132336525385003,0.00134822851216778,6.20840084832287e-08,475,0.0698227783462975,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,female,15-19,0.00206811612131528,0.000730994466896158,0.00103250189472771,0.00413816338624758,5.34352910632798e-07,3605,0.933378149623772,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,female,20-24,0.00901268142072932,0.00256427421941737,0.00514783103389624,0.0157332672578493,6.57550227236856e-06,2842,2.092333405317,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,female,25-29,0.0294636999913132,0.00445925602042188,0.0218601853888572,0.0396048221598123,1.98849642556688e-05,2967,2.06320933314019,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,female,30-34,0.0374028117497903,0.00675784004870458,0.0261707959339722,0.0531920913302949,4.56684021238756e-05,1945,2.46709902666648,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,female,35-39,0.030353572179778,0.00946868657203841,0.0163669768903299,0.0556167637532695,8.96560253995006e-05,1858,5.65981168068869,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,female,40-44,0.0186688193827331,0.00486907908443326,0.0111593860511549,0.0310727489179724,2.37079311304655e-05,1243,1.60854173439557,3.62539752181273,ET
ET2011DHS,Ethiopia,2011,female,45-49,0.0184529839085845,0.00556724696663401,0.0101714544778394,0.0332507725319236,3.09942387874956e-05,1045,1.78821426453487,3.62539752181273,ET
ET2016DHS,Ethiopia,2016,male,15-19,6.88048302480209e-05,4.87969014373603e-05,1.70851329390158e-05,0.000277045756242828,2.38113758988745e-09,2265,0.0783905393076395,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,male,20-24,0.00260759765059503,0.00193236457070984,0.000607124047221397,0.0111262474596198,3.73403283413461e-06,1755,2.51969872689499,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,male,25-29,0.0029479670559806,0.00193746487188759,0.000809371329390134,0.0106769757791019,3.75377012979839e-06,1784,2.2783585709818,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,male,30-34,0.00550159315924231,0.0024342615614398,0.00230305496710809,0.0130840818425169,5.92562934950332e-06,1407,1.52382823754102,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,male,35-39,0.00745392660650927,0.00274041311090907,0.00361421691766334,0.0153102262542184,7.50986401844235e-06,1228,1.24650680060689,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,male,40-44,0.0163909078982174,0.00507248146768815,0.00890041897382526,0.0299945242852974,2.57300682400397e-05,1082,1.7268024425823,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,male,45-49,0.0155278214256361,0.00500831611291122,0.00821506968914601,0.0291587325697488,2.50832302868462e-05,787,1.29135076000251,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,male,50-54,0.0126928061475493,0.00591470487657471,0.00505536464967914,0.0315032448834014,3.49837337769767e-05,571,1.59401468820263,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,male,55-59,0.00579305382269865,0.00551122514833388,0.000885193683523336,0.0369068454015312,3.03736026356278e-05,448,2.36259872023503,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,female,15-19,0.00393804608318236,0.00169148052981408,0.00169225552124589,0.00913694520259714,2.86110638274013e-06,3163,2.30709805084327,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,female,20-24,0.00134840195713592,0.000519444527589938,0.000632574260802699,0.0028719399608403,2.69822617243134e-07,2663,0.533600393901301,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,female,25-29,0.00792009136362898,0.00209984502680341,0.00470107006624861,0.0133138276007874,4.40934913659101e-06,2640,1.48149970359306,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,female,30-34,0.0234718534081088,0.00446052079852845,0.0161362980624664,0.0340268179528711,1.98962457941048e-05,2086,1.81072831095703,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,female,35-39,0.0208889062947476,0.00511512495973315,0.0128859564625302,0.0336925183658856,2.6164503353685e-05,1767,2.26048365964343,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,female,40-44,0.0297391560966161,0.00650071967901973,0.0193084033583746,0.0455431095017058,4.22593563451944e-05,1205,1.76478896380903,2.65233480636024,ET
ET2016DHS,Ethiopia,2016,female,45-49,0.0193120478478065,0.00553845049266676,0.0109624431585853,0.0338038156454742,3.06744338597207e-05,919,1.48844536691961,2.65233480636024,ET
GA2012DHS,Gabon,2012,male,15-19,0.00352056783878876,0.00237477354655797,0.000930753016496393,0.0132211648658548,5.63954939743151e-06,1166,1.87439837517079,3.78535960052744,GA
GA2012DHS,Gabon,2012,male,20-24,0.00487472485498347,0.00197611642227001,0.00219123595409182,0.0108089386949038,3.90503611436524e-06,753,0.606166827757705,3.78535960052744,GA
GA2012DHS,Gabon,2012,male,25-29,0.0253227071501207,0.00885981973684565,0.0126493854154962,0.0500496944576779,7.84964057693996e-05,632,2.00999912745519,3.78535960052744,GA
GA2012DHS,Gabon,2012,male,30-34,0.0182319907551964,0.00622707787012365,0.00927288048076373,0.0355365761199746,3.87764988005837e-05,629,1.36262474129856,3.78535960052744,GA
GA2012DHS,Gabon,2012,male,35-39,0.0382425849949311,0.0110799666139381,0.0214988651795482,0.0671319714267354,0.000122765660165982,631,2.10617027370526,3.78535960052744,GA
GA2012DHS,Gabon,2012,male,40-44,0.0384880855677424,0.0114083835194406,0.0213457876602505,0.0684343034819831,0.000130151214526643,526,1.8499201792283,3.78535960052744,GA
GA2012DHS,Gabon,2012,male,45-49,0.049622307851324,0.0151562146906651,0.0269759465359887,0.0895310116633619,0.000229710843749533,512,2.49389558020187,3.78535960052744,GA
GA2012DHS,Gabon,2012,male,50-54,0.0581692199856247,0.0202097524812229,0.028978571481409,0.113332241701439,0.000408434095352294,373,2.78076764155279,3.78535960052744,GA
GA2012DHS,Gabon,2012,male,55-59,0.0940957526886873,0.0318315950921674,0.0473415810047674,0.178378226528085,0.0010132504461117,277,3.29264004863658,3.78535960052744,GA
GA2012DHS,Gabon,2012,female,15-19,0.0152294196211472,0.00692138913283667,0.00619472065500227,0.0369508636225255,4.79056275281495e-05,1203,3.8426757703198,3.78535960052744,GA
GA2012DHS,Gabon,2012,female,20-24,0.0346105289672056,0.00826795780023037,0.0215507422040821,0.0551385768045368,6.83591261863902e-05,1002,2.0499979625238,3.78535960052744,GA
GA2012DHS,Gabon,2012,female,25-29,0.0696221204277867,0.0118430468386331,0.0496144443370965,0.0968757220443944,0.000140257758422057,829,1.79504277492851,3.78535960052744,GA
GA2012DHS,Gabon,2012,female,30-34,0.0868591641088601,0.014477601087686,0.0622691462885576,0.119917955581331,0.000209600933254167,710,1.87628216398073,3.78535960052744,GA
GA2012DHS,Gabon,2012,female,35-39,0.0914389610165701,0.0167304320228053,0.0634064734092922,0.130142725897679,0.00027990735566971,678,2.284328789164,3.78535960052744,GA
GA2012DHS,Gabon,2012,female,40-44,0.0833154128666464,0.0187213979373529,0.0531049255704861,0.128381986921682,0.000350490740728722,582,2.67087924825615,3.78535960052744,GA
GA2012DHS,Gabon,2012,female,45-49,0.0696717699657935,0.0213667363956296,0.0376420296722203,0.125404252685727,0.000456537424200323,485,3.41605677199148,3.78535960052744,GA
GH2003DHS,Ghana,2003,male,15-19,0.00178907658479214,0.00127450266380197,0.000440108797888847,0.00724277600652332,1.62435704003833e-06,979,0.890456968682012,1.49307204028081,GH
GH2003DHS,Ghana,2003,male,20-24,2.7658602202289e-12,0,2.49839789614619e-12,3.06195533131237e-12,0,588,0,1.49307204028081,GH
GH2003DHS,Ghana,2003,male,25-29,0.00954849655862101,0.00376626609746978,0.00438306242888839,0.0206749768536119,1.41847603169502e-05,613,0.919420673676338,1.49307204028081,GH
GH2003DHS,Ghana,2003,male,30-34,0.0278518877286866,0.00766872742948879,0.0161390560464375,0.0476535182598136,5.88093803877937e-05,529,1.14898723211829,1.49307204028081,GH
GH2003DHS,Ghana,2003,male,35-39,0.0307801558089455,0.00922625920068327,0.0169728620839317,0.0551889848597137,8.51238588381926e-05,428,1.22124264309364,1.49307204028081,GH
GH2003DHS,Ghana,2003,male,40-44,0.0411264510990481,0.012554419165251,0.0223857131324105,0.0743630320622387,0.000157613440576821,340,1.35890655373436,1.49307204028081,GH
GH2003DHS,Ghana,2003,male,45-49,0.0190293188355777,0.00749413138945608,0.00871598928988407,0.0410408141206185,5.6162005282431e-05,380,1.14326506353689,1.49307204028081,GH
GH2003DHS,Ghana,2003,male,50-54,0.0364510568155973,0.0141841338228613,0.0167565673345294,0.0774692808560218,0.000201189652304837,245,1.40342051541898,1.49307204028081,GH
GH2003DHS,Ghana,2003,male,55-59,0.0279934401934159,0.0143201641204482,0.0100392965038873,0.0756043401647308,0.000205067100436571,163,1.22845181362307,1.49307204028081,GH
GH2003DHS,Ghana,2003,female,15-19,0.00506989189669753,0.00227463753806203,0.00209469498558944,0.0122191609999382,5.17397592956089e-06,1037,1.06368219031254,1.49307204028081,GH
GH2003DHS,Ghana,2003,female,20-24,0.0194810331212545,0.00478275024853127,0.0119964420052121,0.0314864517100857,2.28746999398259e-05,937,1.12208824597741,1.49307204028081,GH
GH2003DHS,Ghana,2003,female,25-29,0.0338549143564826,0.00662718927897377,0.0229821652911356,0.0496103169354365,4.39196377393449e-05,902,1.21115916024074,1.49307204028081,GH
GH2003DHS,Ghana,2003,female,30-34,0.0422244783358862,0.00792556703627352,0.0291099659661103,0.0608768287147322,6.28146128464655e-05,747,1.16025450417203,1.49307204028081,GH
